label	text
pos	"Well, for starters, this actually was THE most elegant Clausen film to this date.<br /><br />The man's always got a sense for characters with a slice of humor to them, but I think that he in this movie adds a dimension unparrallel to anything he's made earlier. His work has - in very black n' white words - been accepted by the broad but not that critical audience, and we've always appreciated his sense of humor and his ability to mix it with human problems and a distinct way of letting the audience know what he needs to say.<br /><br />In ""Villa Paranoia, however, for the first time, he surprises with an unseen wisdom and a respect for the minorities. Not only the ethnic but also the normal people you tend to forget. Set in Jutland - in 'the country' - it deals with the everlasting issue of lack of love, but in a close and at times brutal way that keeps you looking and keeps you focused. And on top of that, he himself manages to play a b******d! A true b*****d, who wants the right thing but has no clue how to get there, and people therefore suffer. Bitterly.<br /><br /> I'd have to say it's one of the best movies I've seen this year and I'm greatly anticipating his next."
pos	This film is a lyrical and romantic memoir told through the eyes an eleven year old boy living in a rural Cuban town the year of the Castro revolution. It is an obviously genuine worthy labor of love. <br /><br />The names CUBA LIBRE and CUBAN BLOOD are merely attempts to wrongly market this as an action film. DREAMING OF JULIA makes much more sense. It has more in common with European cinema than with RAMBO and the revolution is merely an inconvenience to people's daily lives and pursuits. That fact alone makes the film more honest than most works dealing with this time period in Cuban history.<br /><br />The excessive use of the voice-over narrator does undermine the story but the film makes up for it with unqualified clips from Hollywood films that say so much more visually than the narrator could.<br /><br />The comparisons to CINEMA PARADISO and are fair game as the film does wax melancholy about movies, but there is an underlying pain at the loss of a lifestyle that surpasses lost love. <br /><br />The revolution, like the film JULIE, never seems to have an ending.
pos	I watched this film not expecting much and not knowing anything much about it. I loved it. A very good, tight plot, an intriguing hook in the form of the ugly, fat, deaf girl and the ex-con, and a pace that kept things flowing without being hurried. <br /><br />A much, much better film than the same director's De battre mon coeur s'est arreté, which was boring and unbelievable.<br /><br />The only thing that didn't quite work was that the supposedly ugly, fat girl was neither ugly nor fat: solid, certainly, and far from conventionally beautiful, but with so much character in her face that she took over the screen whenever she was on it. Superb. I wish she was in more films, and better ones than she generally is. I've seen a bit of Gilles' Wife and a bit of The Moustache, and they both looked like rubbish, and I've seen all of De battre mon coeur s'est arreté, and that certainly is rubbish. She seems to have a few coming up, so I'll keep my fingers crossed.
pos	This movie is just too funny, a totally non-PC gangster romp. If Mel Brooks made a picture about the Mob in the 30's, it would probably look like this. Too many great one-liners to to remember, and while its not for everyone, anyone who DOESNT laugh a whole bunch of times doesnt have a pulse. So, put it on and LAUGH you Iceholes!!!
pos	The final installment in the action thriller franchise is just that probably the hardest hitting of the three films. It goes further to play the anti-Bond theme. Bourne doesn't like what he is doing and wants to know about his blurry past. Everything about this film hits it on the nail from the cinematography to choreography/stunt work to the script to acting.<br /><br />The film starts out in a flurry as Bourne is running from the Moscow police. The story seems to pick up right where the first film left off. Or does it? The time is a little muddled here, but we get the fact that Bourne is remembering things. A sudden flashback while trying to clean himself up nearly gets him caught, but he makes it and doesn't kill anyone. They aren't his target. From there we get more of the intrigue of his past with a new player, Noah Vosen, who seems to know everything about Bourne and will protect it at all costs. Pamela Landy is back as well as Nicky Parsons who seems to have a past with Bourne as well.<br /><br />The cinematography is in your face following tight on practically everything. The car chase is even more intense if that seems possible than the ones from the first two. And the veteran cast chasing Bourne is superb with a nice part by Albert Finney. It also has slight political overtones in relationship to rendition and other government policies, but that is minor and integrated very well within the plot. All in all this is the best of the trilogy conclusions this year, if not the best action trilogy ever.
pos	"Frailty--8/10--It's non-sensical title and ""Bill Paxton Directs"" headline aside, this is a pretty good old fashioned rip snorting biblical horror thriller. In the end, it may end up only being the inbred Southern Gothic cousin of Kubrick's ""The Shining""---but hey, that's a pretty damn entertaining notion. It's also got a doozy of a plot twist...and a very ambiguous moral message. This is the kind of movie that years from now people will catch late at night on basic cable and scare the beejesus out of themselves watching it. Too bad director Bill Paxton had to go hire himself to star...oh well....still a devil of a good rent."
pos	Dahl seems to have been under the influence of Wenders' The American Friend. Innocent Nick Cage gets recruited for a hit. Dennis Hopper plays a real Hit Man. Lara Flynn Boyle is dangerous. The Hero gets more entangled the more he tries to extricate hisself. And small town America does not seem all that safer than the Big City. Like it's predecessor mentioned above, this movie has lots of plot twists and turns that seem improbable, but all lead to the cathartic self discovery.
pos	"In all my 60 years of age, I have learned that when we watch a movie there is an identification (whether we want it or not) implicit with an specific character.<br /><br />Sometimes because the character executes certain gesture, sometimes because the character speaks determinate word, or sentence  that we use or that we would like to use  in determinate situation.<br /><br />The movie in question, should be seen by this point of view. Who now find a parking space  in a mall,downtown, or in the street - taken by a car whose driver can't remember to think that he is not the only driver in the world?<br /><br />Who hasn't the urge to ""rubber out"" the ill mannered spat?<br /><br />Haven said that I ask: - Did you identify with DELLA (played by Kim Bassinger)? If your answer is: YES!, then try not to find absurd details  comparatively with life's reality  in the movie, because you'll certainly find the movie ridiculous.<br /><br />Abstractions made, you will see that the movie has moments of surprise, such as: 1- In the sequence in which Della grabs the box of tools in the trunk (does that box contains a gun, and does she haves the guts to use it?); 2- In the sequence in which Terry dies whilst falling; 3- In the sequence in which Della gets attracted by Chuckie's ""mermaid's call"".<br /><br />If you have already seen the movie, or if are planning seeing, keep in mind that there are ""realistic"" movies, ""fiction"" movies, ""political"" movies, and movies in which you can ""wash your soul"" To exemplify the last one, we can quote: ""Tropa de Elite"".<br /><br />According to newspaper's , there was unanimous applause when BOPE officials take certain attitudes. (As I have seen the movie in DVD, I could not ascertain the audience's reaction)<br /><br />As for the direction part (Susan Monford), interpretations (Kim Bassinger, Lukas Haas, Craig Scheffer, etc. Edition (William M. Anderson  'Dead Poets Society', 'Green Card'  exceptional edition, 'Robocop 2', etc. It is well situated in context. In a scale of 1(Awful) to 10(Master Piece), I rate ""When She Was Out"" a 7(Regular)."
pos	"This movie is an exact copy of a TV series on Indian television channel doordarshan Which was aired at least 15 years ago. The series was known as ""gubbarre"" meaning balloons. Each episode was a new short story. The story is excellent and the original is much sweeter and ""convincing"" Abhay Doel does a good job but he doesn't fit the role of a ""normal"" and ""third class"" guys(as he calls himself in the movie). In fact Shayan Munshi with his hair cut short and without the designer clothes would have fitted the Abhays role but Shayan just doesn't have the talent to pull it off.<br /><br />I would suggest watching the series if it is available. It is the same story except for the running around with the friends mother and the initial introduction. The acting of the TV actors was much better than these ""stars"".<br /><br />The only reason this movies is a flop is because the director tried to stretch half an hour(or 45 minutes) story to 2+ hours. So it has to get draggy. Even the nasal singing sensations songs could not make up.<br /><br />This movies is good for a lazy Sunday afternoon and is really refreshing if you haven't watched the original TV serial. The script and the ending of the serial was much better<br /><br />#####SPOILERS AHEAD######### #####SPOILERS AHEAD######### #####SPOILERS AHEAD######### #####SPOILERS AHEAD######### #####SPOILERS AHEAD######### THe ending of the original serial was much stronger as the hero himself dumps the girl even thought she is willing to marry him. HE is aware and tell her that he doesn't want to be ""repayed"" and never helped with that intention. The director or the script writes somehow could not capture the original ending in this film. The original ending would have bought tears to the girls eyes and would have had the guys nodding in agreement. The deliver just wasn't right.<br /><br />But personally I feel this is a pathetic copy. No credit should be given to the director/scriptwriter. The story is amazing and is by one of the famous novel writers int he class of PRemchand munshi. I am not sure if this is premchand munshi's story but many of the other short stories int he series feature a few of premchand munshi's and other great Hindi writers stories."
pos	"Of all the kung-fu films made through the 70's and 80's this is one that has developed a real cult following. With the exception of all the films Bruce Lee starred in this is a film that has stood the test of time and its due to the unique story. An aging kung-fu master tells his last pupil Yang Tieh (Sheng Chiang) about five pupils he has trained in the past. All five wore masks and nobody has seen the face of each other and they have all been trained differently. Their specialty in kung-fu is the name they have adopted like Lizard, Snake, Centipede, Toad and Scorpion. The master called them the Poison Clan and he does not know what has happened to them so he wants Tieh to find them and help the ones that are doing good to stop the others that are evil. An old man who was once a member of the Poison Clan has a map to where he has hidden a lot of money and he seems to be a target. Tieh does not know what they look like so he has to mingle in society and try and figure out who they are. Tieh has discovered that the Snake is Hung Wen Tung (Pai Wei) and along with Tang Sen Kue (Feng Lu) who is the Centipede they kill a family to find the map. A map is found by a mystery man who turns out to be the Scorpion but know one knows who he is. A local policeman named Ho Yung Sin (Philip Kwok) investigates the murders along with his partner Ma Chow (Chien Sun). Sin has a friend called Li Ho (Meng Lo) who is the Toad and they do know of each others identity. The Snake bribes the local officials to pin the murders on Li Ho and while he is in prison he is tortured and killed. When Sin finds out he teams up with Tieh and together they go to combat Tung and Kue. <br /><br />This film was directed by Cheh Chang and he was a very special director when it came to these films. Chang was not your run of the mill kung-fu director and his films always had a special quality to them. While most martial arts films deal with revenge Chang did not use that as a central theme. Even though there is some revenge going on later in this story this film is more complex than that. Five men trained by the same master in different ways and wearing masks. Then they are all in the same area and not knowing who the other is. Very unique story makes this film different from all the others and most of Changs stories were in a class all by themselves. I wouldn't exactly put it in the same league as ""Enter The Dragon"" because Bruce Lee was a worldwide icon and the martial arts he exhibited were more authentic looking. This film still has some impossible feats like clinging to sides of walls and all the flipping through the air but this film isn't necessarily about fight scenes. Its more about the intrigue of the story and the characters that are involved. That alone makes this different from all the other kung-fu films. Very well made with a unique story."
pos	I can't believe people are looking for a plot in this film. This is Laural and Hardy. Lighten up already. These two were a riot. Their comic genius is as funny today as it was 70 years ago. Not a filthy word out of either mouth and they were able to keep audiences in stitches. Their comedy wasn't sophisticated by any stretch. If a whoopee cushion can't make you grin, there's no reason to watch any of the stuff these guys did. It was a simpler time, and people laughed at stuff that was funny without a plot. I guess it takes a simple mind to enjoy this stuff, so I qualify. Two man comedy teams don't compute, We're just too sophisticated... Aren't we fortunate?
pos	"In the previews, ""The 40 Year-Old Virgin"" boasts the image of another immature sex romp about a 40-ish Lonely Guy who suddenly feels the urge to do the deed simply because he hasn't. Too many past bad experiences have dampened his enthusiasm to the point that he avoids women completely. And then the unexpected happens: he falls in love. What's more, there's a movie out about it, and it's called ""The 40 Year-old Virgin.""<br /><br />The virgin of the title is Andy Stitzer (Steve Carell), who is indeed 40, works as an employee at an electronics store and collects vintage action figures, which are displayed all throughout his nice bachelor pad for all to see. He has a lovely home theater system and watches ""Survivor"" with his two kind elderly neighbors. He's a pretty picturesque definition of the Lonely Guy who needs to go out more and talk to more women.<br /><br />Now here's the real novelty with this picture: it does the impossible task of actually dealing with its subject matter in a cute, mature fashion. This is a movie that could very easily have turned out a lot differently in the hands of a more transparent team of filmmakers. It could have descended into endless sex gags and jokes but thankfully this picture never stoops that low. Sure there are sex jokes here and there and even a few prods are aimed at the gay community (which are, in no way, meant to be taken as gay-bashing), as two of the characters exchange insults towards each other while playing a video game (""Mortal Kombat: Deception,"" no less - the ultimate testosterone-driven fightfest for guys).<br /><br />As someone who is rapidly approaching 20, collects McFarlane Toys action figures AND has himself never done the deed, I found this film amusing and touching in a way that a similar-themed movie could never have been. I was able to relate to the character of Andy Stitzer more than anyone in the theater because I was the only teenager present at this showing; everyone else looked like they were all past 40. A bit arrogant, I know, but would you (""you"" is italicized) still be able to relate if you were the only teen present at an afternoon screening of ""The 40 Year-Old Virgin""?<br /><br />Of course Andy has never had sex and wakes up everyday with ""morning rise"" (don't ask), and he's pressured by his buddies to try outlandish methods of gaining the attention of the opposite sex. When it's first discovered Andy is a virgin, at 40, his three buddies and fellow electronics store coworkers David (Paul Rudd), Jay (Romany Malco) and Cal (Seth Rogen) all at first assume he's gay because he's never been with a woman, which couldn't be any further from the truth. The truth is, Andy loves women, but past traumatic experiences (revealed hilariously one after the other in a flashback sequence) have put him on the sidelines for good.<br /><br />David, Jay, and Cal each embark on a mission to get Andy laid, so help them all. But you know that such escapades will only end in disaster, as proved by one date with Nicky (Leslie Mann), who puts Andy through the worst drunk-driving experience I think anyone would not want to go through and he has a rather creepy encounter with Beth (Elizabeth Banks), the pretty girl who works in the bookstore and is eventually revealed to be a total sex fiend.<br /><br />Things brighten up for Andy when he meets Trish (Catherine Keener), the friendly woman who works at a store across the street that sells stuff on eBay for people. Hmmm. And with that nice-looking collection of action figures, you can go figure that in the end a large financial payoff awaits him, that is if he can ever ""do the deed.""<br /><br />At last, this is the sex romp we've been waiting for. It deals with a very real issue a lot of Lonely Guys probably go through, not that anything is wrong with being a virgin but let's look at the big picture: How many of us ""Lonely Guys"" want to be a lonely guy forever? The important thing we're taught in this picture is that Lonely Guy must be himself. I don't think he needs to go through body waxing like Andy does (which is side-splitting to be honest, and according to this website and various other news articles, was in fact real, and so was the blood on Carell's shirt afterward).<br /><br />""The 40 Year-Old Virgin"" was directed by Judd Apatow and co-written by himself and Carell, which originated as a skit that starred Carell. Carell is sweet and human, as his character is not some layabout who approaches this thing with his eyes shut. This is probably one of the most intelligent romps I've ever seen and is not offensive (a whole lot) because its characters are treated with dignity and respect. Even Carell's buddies, who pass off bad advice to cover up their own relationship insecurities, can be related to on a fundamental level.<br /><br />The way ""The 40 Year-Old Virgin"" plays out is indeed funny in the end, but I'll leave that up to you, the viewer, to observe. Surely, if anyone can go through the things Andy does and still have the strength to attract a woman as sexy as Catherine Keener, then it's true: It is never too late!<br /><br />10/10"
pos	Every second of the film is gorgeous. And that's why it earns a 7, because the plot is not especially devious, and thinking back over the last 90 minutes I never really felt any excitement or investment in the characters. If anything, the luxurious graphics and framing have made certain scenes (the car chase, for instance) more pedestrian than they ought to be - not that they don't look lovely and have some very original design and occasionally novel camera angles - but they are missing the kinetic movement and close-up shots that are part of the language for any normal action/thriller. The first hour plods along, and the dialogue feels very edited and a bit stagey - people wait for each other to finish and don't always react in a natural cadence, which would be a problem of recording each individual's dialogue separately. On rare occasions the emotions in the voices don't quite match those on screen; something that should really have been avoided. The futuristic architecture is very attractive (lots of glass walls/ceilings/screens, lovely smoke/mirage/special effects) and nice-looking cars, but again - it's more an exercise in graphic design, having no real impact on the story. I'd argue that the whole point of using drawn animation (instead of actors/CGI) is to really push the limits of imagination and design; to do that which is too difficult/impractical in other mediums. Although the animation in Renaissance is certainly stunning and incredibly well-accomplished, I never felt like I was seeing something that hasn't been done before.<br /><br />Immortel, another French CGI film, also suffers from an imbalance of beauty over story & pace. To be fair, some marvellous and engaging French movies also have a languid pace, and lingering shots of the look in someone's eyes or the rain on Paris cobbles can evoke great emotion - but animators need to understand that while animation brings unique strengths, it also has weaknesses when compared to real-life technique. Perhaps it would break from the 'noir' rules that the film wants to stick to, but I think the film-makers also missed a glaring opportunity to explore their future society a bit more - the social strata, the fascistic grip of the corporations etc.<br /><br />I have no problem recommending Renaissance to anybody who enjoys stylistic design and/or animation ('Manga' fans in particular), but I wouldn't make my other film-loving friends sit through it. Take away the sumptuous visuals and it's a barely average film.
pos	"""Addictive"" is an adjective I've heard many times when talking of certain TV shows. Most recently, dramas like Lost, Heroes and Prison Break have earned that description. However, as compelling as they may be (and they really are) I can wait a few days before I see the next episode of either series, even Prison Break which some have lazily classified as ""the new 24"". With all due respect, there can be no such thing, and for a good reason: no other silver-screen thriller is based on a real-time structure. That's what sets 24 apart from any other show, and that's why I practically have to watch an entire season (on DVD) in seven days or less: once the frickin' clock starts ticking, it's impossible to tune out.<br /><br />An episode whose events unfolded over the course of a single day was a trademark of NYPD Blue (and, more recently, Deadwood); having an entire season of a new series last 24 hours, one per ep (the actual running time is 41 minutes; the remaining 19 are occupied by commercials when the show airs on telly), was the most groundbreaking idea in mainstream television since Hill Street Blues introduced non-linear storytelling (a mandatory element nowadays). And it truly paid off.<br /><br />Ironically enough, the original plan for the series was to make it revolve around a wedding (fortunately, creators Joel Surnow and Robert Cochran realized the format was more suitable for a conspiracy thriller), which is probably the reason the first glimpse we get of the hero suggests a cheerful atmosphere: looking extremely relaxed, Jack Bauer (Kiefer Sutherland) is enjoying a game of chess with his daughter Kimberly (Elisha Cuthbert) and, minutes later, being tender with Teri (Leslie Hope), the wife with whom he has just reconciled. As in The Sopranos, though, something unexpected and shocking is just behind the corner: not only has Kim snuck out of her room, Jack also receives a phone call urging him to get to work immediately. At midnight? I'm afraid so: Bauer is a CTU (Counter Terrorist Unit) agent, and his boss has acquired reliable intel about a possible hit on the life of David Palmer (Dennis Haysbert), an African-American Presidential candidate who will be in Los Angeles for the whole day (oh, right, I almost forgot: events occur on the day of the California Presidential Primary). No time for napping, then: Jack has to spend the next 24 hours working on the case. Unfortunately, he has a tendency to ignore protocol, and that doesn't sit well with George Mason (Xander Berkeley), a slimy man from Division who has been asked to interfere with the operation.<br /><br />The plot is very dense, making the show hard to recommend for those with a short attention span, but anyone willing to take a look will be rewarded instantly: the writing is sharp and precise, the attention to detail unsurpassed, and the suspense is consistently sky-high, mainly thanks to the real-time trickery which considerably enhances the adrenaline level.<br /><br />Another great quality of this pilot is the characterization: most genre shows (sci-fi and thriller) tend to simply introduce the key players and then define them later on (a textbook example is CSI, where character development is minimal, but then again that matches the show's unique style), whereas the series debut of 24 offers a rich array of fully rounded people, among whom Jack (Sutherland's best role - ever!) and Palmer (the real revelation of the show) stand out for being perfectly described after one episode only (the former divided between job and family, reckless but humane, the latter honorable and endowed with great integrity). A couple of supporting parts border on stereotype (Mason and Tony Almeida especially), but two factors ought to be taken into account: a) this is the first episode; b) there's so much going on most viewers won't even complain about a ""flaw"" or two. After all, how many network programs manage to begin with a conspiracy, a missing teenager AND a huge explosion - and still have equally satisfying material for the rest of the season?<br /><br />Tick, tock, tick, tock..."
pos	I loved this show so much and I'm so incredibly sad its canceled i thought it came back too, but just two stupid weeks. Thats terrible. i hate how we never find out how everyone ends up. it sucks. Bring it back! ABC has stupid shows like Supernanny and whatnot but doesn't give time to good ones like Six Degrees. If they're complaining about ratings it was probably because they had a bad slot because this was truly a good show, something I could relate to and anticipated. JJ Abrams delivered, he's awesome, I wish ABC could just trust him enough to complete the story. I loved the entire cast too. I couldn't wait to see how everyone would someday meet each other at once. Everyone's story is now left incomplete, now I'll never know if Steven and Whitney would get together or Carlos and Mae. I wanted to see what would happen to Laura or Damien and everyone else. This is really such a downer.
pos	... and the series lets you forget all that. I am about three years older than the kids portrayed in the series. Born in 1958, I learned to drive during the first gas shortage, and got my first post-college graduation job during the second gas shortage in 1979. The 70's were a truly dreadful time to be young - inflation, competing for after-school minimum-wage jobs with laid-off thirty-somethings, dreadful music, worse clothes.<br /><br />The funny thing is, this series doesn't ignore any of that and still manages to make the 70's look fun, even for those of us old enough to know better. It manages to look the 70's directly in the face - complete with time-authentic clothing - and yet fill the show with the hopefulness of youth and the things that make the high school and college years both the best of times and the worst of times. Then there are the parents. The two young lovers in the show - Eric Forman and Donna Pinciotti - truly have dreadful parents with the best of intentions. Eric's parents, Red and Kitty, are not exactly June and Ward although they are conventional for the decade. They represent what happened when the 60's finally reached the suburbs during the 1970's. Donna's parents are two people who have been waiting for the 1960's to show up their whole lives in order to give their weirdness legitimacy. Eric's friends Fez, Kelso, and Jackie round out the group representing nerdiness, well-meaning incompetence, and snobbishness respectively. Hyde is an unusual teenager for a show about the suburbs, but he largely represents someone who has to play the cards he was dealt even when those cards are dealt by largely absentee and negligent parents. I highly recommend all eight seasons even though season eight does lag a bit due to the absence of Eric.
pos	"Greetings again from the darkness. Mary Heron is amassing quite the list of films which provide a glimpse into their specific era. Her previous ""I Shot Andy Warhol"" and ""American Psycho"" were at their best when commenting on the quirkiness of society during that period. Although ""The Notorious Bettie Page"" is obviously about Ms. Page, it is every bit as much a peak behind the curtain at the world of kinky photo shoots in the 50's.<br /><br />The film is fun to watch both from the perspective of the story and the technical aspect of the way it was filmed and put together. The grainy B&W film and photos capture the time and the introduction of color in Miami Beach through the photos of Bunny Yeager is very well done.<br /><br />The supporting cast is strong with David Strathairn (fresh off his Edward R. Murrow role), Chris Bauer (as Irving Klaw) and Lili Taylor. The star of the film is the wonderfully talented and underrated and underworked Gretchen Mol. Ms. Mol always brings an edge and spirit to her roles. She was absolutely mesmerizing in the little seen, Jason Alexander directed ""Just Looking"" in 2000. Here she is the notorious Bettie Page. Her smile is captivating and her body is flawless. She really seems to enjoy this role and helps us understand how the girl next door from Tennessee could become the underworld Pin-up queen.<br /><br />As one would expect, the soundtrack from the era is terrific. Patsy Cline and Peggy Lee are just two of the featured performers. Although the film hints at providing a history into this industry, the final third kinda falls flat preventing pure movie magic. But the magic of Gretchen Mol and Bettie Page make this a fun movie to watch and one that will yield endless showings on HBO in the near future. Now will someone please turn Ms. Mol into the star she should be?"
pos	"Before I start, I should point out that I know the editor of this film. We've never met, but we belong to the same fanzine(those things which came before message boards), and we have talked on the phone, so I do have a bias here. Anyway...<br /><br />Somehow, it's ironic how while the ""Rat Pack"" culture of the late 50's and early to mid-60's made a comeback in the mid-90's, this movie, from the son of one of the original Rat Pack, and which was made in a similar fashion, was a flop. Not only that, it was a critical flop; I believe Peter Travers of Rolling Stone was the only one who did not savage this(he gave it a mixed review, as I recall). And while I don't think this is the greatest film in the world, and I am not a fan of the Rat Pack, or ""cocktail,"" culture, I do think this is worth seeing.<br /><br />For one thing, this looks stylish, and moves right along. For another, the core performances are all good. Richard Dreyfus is surprisingly restrained here as the head gangster coming back from a sanitarium, and has a droll edge to him. Jeff Goldblum goes back to the quietly ironic performances he gave in his pre-blockbuster days, like THE BIG CHILL. And while Ellen Barkin is only required to vamp in this movie, she does it entertainingly. Admittedly, it's not a great film; the dialogue is mostly made up of puns, and a lot of them don't work(like the whole ""Zen of Ben"" speech). And Gabriel Byrne and Kyle MacLachlan are awful here. Still, I was entertained, and if you like gangster films, you might be too."
pos	"I voted 8 for this movie because of some minor childish flaws. Other than that, this movie is one of my favorites! It's entertaining to say the least. The shooting scenes are ridiculous though, and I think Gackt (who wrote the book) takes a little bit too much of his ""Matrix obsession"" into it. It seems like their enemies just stands there...waiting to get shot at. However, this movie is touching and it always makes me cry. It has a lot of GREAT humor in it so it makes me laugh as well. Gackt is a superb actor I must say..he shows so much emotion. This was Hyde's first time acting and he did okay. The role fits him. Wang Lee Hom is absolutely great. The whole cast is what I would say, perfect for this movie. DON'T MISS IT! YOU'LL REGRET IT!"
pos	"A recent viewing of THAT'S ENTERTAINMENT has given me the urge to watch many of the classic MGM musicals from the forties and fifties. ANCHORS AWEIGH is certainly a lesser film than ON THE TOWN. The songs aren't as good, nor is the chemistry between the characters. But the film beautifully interweaves classical favorites, such as Tchaikovsky. And the scene at the Hollywood Bowl, with Sinatra and Kelly emerging from the woods above it at the top, and then running down the steps, while dozens of pianists play on the piano, is the best scene in the film, even though the scene in which Kelly dances with Jerry Mouse is more famous. Classical music enthusiasts will no doubt identify the music the pianists are playing. Sinatra then croons, ""I Fall in Love Too Easily,"" before having his epiphany about whom he loves. The color is beautiful, Hollywood looks pretty with its mountains and pollution-free air (Can you imagine Hollywood in the twenties, let alone the mid-1940s?!), and the piano music is absolutely glorious. MGM certainly had a flair for creating lyrical moments like these."
pos	If you loved Long Way Round you will enjoy this nearly as much. It is educational, funny, interesting and tense. Charley shares the screen with two interesting teammates, two tired mechanics, two excellent cameramen and too much Russ. Ewan makes a few appearances but Charley really pulls it off alone. He is funny, engaging and still a puddle of stress and doubt. Great stuff!<br /><br />The series wraps up in 7 episodes. Like LWR, the preparation is nearly as interesting as the race. Though they cover the ins and outs of the race well, there could be a bit more explanation of the trucks and cars, which are merely mentioned and rarely even seen racing. It is a motorcycle movie though and anyone on two wheels will love this. <br /><br />The series features stunning photography as well as a few interviews of peoples mouths. Yikes. There is another extremely catchy theme song like LWR but this one is not nearly as good as the Stereophonics.<br /><br />If you live in the US god knows when it will be released so buy it on Amazon.uk and watch it on your computer as I did. Oh, and be prepared to buy another motorbike.
pos	I saw this film for the very first time several years ago - and was hooked up in an instant. It is great and much better than J. F. K. cause you always have to think 'Can it happen to me? Can I become a murderer?' You cannot turn of the TV or your VCR without thinking about the plot and the end, which you should'nt miss under any circumstances.
pos	Nick Nolte gives an excellent performance in Kurt Vonnegut's dark tale. Notle plays Howard W. Campbell who was a double agent working in propaganda during World War II. After the war, he lives anonymously until competing factions wish to dig up his past. As with much of Vonnegut's work, this is a meditation on the absurdity of war and those who use propaganda for their own aims. Nolte is fantastic - self assured and confident as the younger Campbell, and then broken and haunted as the older man who is forced to atone for the sins of his past. (7 out of 10)
pos	Here Italy (I write from Venice). Why cancelated? The ABC should have given it a chance to build an audience. The cast (w/Hope Davis, Campbell Scott, Erika Christensen, Zoe Saldana, Jay Hernandez and Bridget Moynahan) is one of the best I've seen in recent. We need more shows like this that makes viewers feel like they are intelligent individuals not mindless drones. I hope that ABC will reconsider its decision or another station will pick it up. Please sign online petition to Abc: http://www.PetitionOnline.com/gh1215/petition.html Please sign online petition to Abc: http://www.PetitionOnline.com/gh1215/petition.html
pos	JAMES STEWART plays an FBI agent who began working with the agency before it was called the FBI and the story involves dealing with the Ku Klux Klan, the Prohibition Era gangsters, World War II German and Japanese spies, etc. A continuously interesting picture covering 40 years of history; far superior to any films being made these days.<br /><br />Of special interest to older viewers familiar with Washington, DC. In a scene about 20 minutes into the movie --- where James Stewart finds out from Vera Miles that she's expecting their first child --- the scene was filmed in Herzog's Seafood Restaurant on the former Washington waterfront, the only movie in which this historic location appears. Shortly after taking office, President Kennedy decided that Southwest Washington, a 99% Black neighborhood, was an eyesore and ought to be torn down. By decree befitting his position of undisputed royalty, the entire area, including the popular waterfront restaurant district, but excluding 3 historic churches; was reduced to rubble. Black residents evicted from their homes relocated as best they could, and without Federal assistance; likewise businesses were simply put out of business, few re-locating. Restaurant Row was converted into a sidewalk, and Washington had no waterfront (restaurants, seafood stands, boats, etc) for about 10 years. As a lifetime resident, the Herzog Restaurant scene was our #1 reason to see this fine movie again.
pos	"By no means a masterpiece, and far from Errol Flynn's best, Istanbul still has much going for it. The locations and beautiful technicolour cinematography, bring us back to a time long since past. Errol Flynn does show moments of his past glory, and is OK as Jim Brennan, a pilot who's past comes back to haunt him. The picture is actually a remake of 1947's ""Singapore"", and the story seems awfully contrived and cliche' by today's standards. Also many of the supporting cast seem to be simply ""going through the motions"" in this picture. Many people have also compared it to one of the all time greats, CASABLANCA. While watching the film, I could see many of the similarities, but hey, Casablanca has inspired countless imitators, so take that for what it's worth. In closing, if you are a fan of Flynn, or old fashioned love stories, you might want to give this film a look. Otherwise, I'd recommend Casablanca, or The Maltese Falcon, as a good introduction to some of Hollywood's classics...."
pos	I liked this movies. Its a another Yash raj film which you know will look good on screen, all character are always nice or very nice with one exception who you know will eventually covert to being nice... Another rule of Yash raj's film is that either hero or heroine;s have only one or none parent. Think back to all of those films.. MPK Suman didn't have mom, HMAPK Salman didn't have parents, AND FINAL rule is that you are 90% likely to see Alock Nath crying...<br /><br />The film is good too. Its a bit slow at first but keeps you entertained. There is almost no comedy but it does make you smile often enough. The little kid (hero's nephew) is well placed and deliver very good one liners. The actress is very pretty but shy you wouldn't get that in real life. this film doesn't have massively big happy families living in BIG house which I thou was a good Idea and allowed the film to be differentiated from other films. There will be lots of women crying at the end of the film. There isn't a strong message from this film but its a good watch. If you are married (arranged marriage)the film will remind you of what you went through. And if you are not it will inform and may be scare you ...<br /><br />Overall a very good looking film. No big plots or twists but a very gentle film, very much like Bollywood classic.
pos	"""Ship Ahoy"" was probably made in order to showcase MGM talent. The film is a fun trip on an ocean liner on its way to San Juan, Puerto Rico, at the time in which the country was involved in WWII. This was typical fare for the studios, which gave the movie going public light weight entertainment as a distraction during those difficult times the country was living.<br /><br />The beautiful Eleanor Powell is seen at her best in some musical numbers where she clearly shows us she was a dancer to be reckoned with. Red Skelton is also seen in a straight part with not too much clowning, as he pursues the beautiful Ms. Powell on the ship that is bringing them to Puerto Rico. The irresistible Bert Lahr has good opportunities in the film to show he was a funny man. Also Virginia Grey is seen as a fun girl who is not fooled by anyone.<br /><br />There are good musical numbers featuring Tommy Dorsey and his orchestra, in which one sees, among others, the amazing Buddy Rich, who has a few solos with Mr. Dorsey and Ms. Powell. A young Frank Sinatra appears also as the lead singer of the band, backed by the Pied Pipers.<br /><br />This is a nostalgic trip that should be savored by fans of this genre, which MGM totally controlled."
